id,metadata
1373,{'title': 'The Power of Linux Cgroups: How Containers Take Control of Their Resources Optimizing Container…'}
1374,{'title': 'How to build a custom labeler in python with ipywidgets and\xa0plotly Did you know that you can turn\xa0a…'}
1375,"{'title': 'Introduction to Sampling\xa0Methods Implementing inverse transform sampling, rejection sampling\xa0and…'}"
1376,"{'title': 'Linear Algebra: Systems of Linear Equations and Matrices, with\xa0Python Part 1: Explaining the…'}"
1377,{'title': 'From data to market strategy using behavior segmentation How to personalize your offers for business…'}
1378,"{'title': '<strong class=""markup--strong markup--h3-strong"">Storytelling with\xa0Tables</strong> <strong class=""markup--strong markup--h4-strong"">Part 2: Suggested Guidelines for a Nice\xa0Table</strong>'}"
1379,{'title': 'Build low-latency and scalable ML model prediction pipelines using Spark Structured Streaming and\xa0MLflow nan'}
1380,{'title': 'Analyzing Vehicle Size and Pedestrian Safety Publicly available traffic crash data shows that\xa0SUVs…'}
1381,{'title': 'How Can AI Make Old Videos Look Smoother? Video frame interpolation has come a long way and AI\xa0is…'}
1382,{'title': 'A Simple Way to Speed Up Your Python Code\u200a—\u200aStay Up to\xa0Date nan'}
1383,{'title': 'How can Machine Learning be used in Audio Analysis? Learn how machine learning could be used\xa0to…'}
1384,"{'title': 'np.stack()\u200a—\u200aHow To Stack two Arrays in Numpy And\xa0Python <strong class=""markup--strong markup--h4-strong"">Beginner and advanced examples of Stacking\xa0in</strong>'}"
1385,{'title': 'Leveraging Azure Event Grid to Create a Java Iceberg\xa0Table We will use Azure Event Grid to implement…'}
1386,{'title': 'How to Create Climate\xa0Stripes A Data Visualization Tutorial using\xa0R'}
1387,{'title': 'Secure MLOps with extended Databricks MLFlow Manage model target environments safely'}
1388,{'title': 'User onboarding: best practices Simple rules that will help you design a streamlined first-time users…'}
1389,{'title': 'Demystifying Figma auto\xa0layout nan'}
1390,{'title': 'Why are we still overlooking company catalysts? Hidden accelerators that are usually\xa0ignored…'}
1391,{'title': 'The role of UX strategy in driving business\xa0success Meeting the evolving needs of customers while…'}
1392,"{'title': 'How digital transformation turns frowns upside\xa0down An analysis of intentional, strategic, and…'}"
1393,{'title': 'Five Simple Ways to Drastically Boost Your\xa0Energy Workers are tired\u200a—\u200aand they care about\xa0their…'}
1394,"{'title': 'I Had the 5th Most Read Article on LinkedIn for 2022 with 811,011 Shares (According to LinkedIn) nan'}"
1395,{'title': 'Use This 5-Step Process To Be a Solopreneur in\xa02023 This is the only step-by-step guide you\xa0need.'}
1396,{'title': 'Your Results Will Only Change When You\xa0Do Trying Harder is Never The\xa0Solution'}
1397,{'title': 'Future of Writers in the Era of\xa0ChatGPT Creativity and Nuances Matter: According to\xa0ChatGPT!'}
1398,{'title': 'You Actually Have to Do These Things to Become a Full-Time Writer You need to start learning\xa0and…'}
1399,{'title': 'Want To Make Money Writing Online? Learn\xa0Tech How I would make money writing content if I would\xa0start…'}
1400,{'title': '3 Myths That Are Hindering Your Content Creation\xa0Growth How to combat these myths and grow\xa0your…'}
1401,{'title': 'Our Thinking is Shaped by Things and Things Shape Our Thinking. How Does Each of these Shape Your\xa0Writing? nan'}
1402,"{'title': 'The Most Controversial Article That I Ever\xa0Wrote For a time, it felt like I was the #1 enemy of\xa0cat…'}"
1403,{'title': 'MTEC: A Powerful Process for Persuasive Nonfiction Editing Turn your meandering drafts into\xa0clear…'}
1404,"{'title': 'Previous Generations Got Things Done. Today, We Get Things Done at All\xa0Costs. nan'}"
1405,"{'title': 'What Biases Do You Bring to Your Projects? This Week In Writing, we explore biases in our creative…'}"
1406,"{'title': 'The Forbidden Pages: A Data Analysis of Book Bans in the\xa0US On books, bans, censorship, and a\xa0little…'}"
1407,"{'title': 'Kernels: Everything You Need to\xa0Know Density Estimation, Dot Products, Convolutions and everything…'}"
1408,{'title': 'Copulas: An Essential Guide & Applications in Time Series Forecasting What are copula functions and…'}
1409,"{'title': 'Embeddings: ChatGPT’s Secret\xa0Weapon Embeddings, and how they help ChatGPT predict the next\xa0word'}"
1410,{'title': 'Plotting Network Graphs using\xa0Python Learn how to use the NetworkX package to visualize complex…'}
1411,{'title': 'Create Stunning Fractal Art with Python: A Tutorial For Beginners And Hardcore Math\xa0Lovers nan'}
1412,"{'title': 'Full Explanation of MLE, MAP and Bayesian Inference Introducing maximum likelihood estimation, maximum…'}"
1413,{'title': 'Building Interactive Network Graphs using\xa0pyvis Learn how to make your network graphs come to\xa0life'}
1414,"{'title': 'Creating a Data Pipeline with Spark, Google Cloud Storage and Big\xa0Query On-premise and cloud\xa0working…'}"
1415,{'title': 'Build a Segmentation Model with One Line of\xa0Code Build and train a neural network model for image segmentation in the fastest\xa0way'}
1416,{'title': 'Visualizing Geospatial Network Graphs using Basemap and mplleaflet Learn how to plot network\xa0graphs…'}
1417,{'title': 'RANK() vs DENSE_RANK() vs ROW_NUMBER() in\xa0SQL Understanding the difference between these\xa0window…'}
1418,{'title': 'Create Eye-Catching Radial Bar Charts With Matplotlib Easily Create Visually Appealing Circular\xa0Bar…'}
1419,{'title': 'Geometric Deep Learning on\xa0Groups Continuous vs discrete approaches on the\xa0sphere'}
1420,{'title': 'Introducing Quix Streams: an open-source Python library for\xa0Kafka Easily produce and\xa0consume…'}
1421,{'title': 'The 7 Unusual Data Observability Use Cases to Improve Your Data Governance Enhancing Data Governance…'}
1422,{'title': 'Sentiment Analysis and Structural Breaks in Time-Series Text\xa0Data Arabica now offers a structural…'}
1423,{'title': 'Linear Algebra: Euclidean Vector\xa0Space Part 5: A Gentle Introduction to Euclidean Vector\xa0Space'}
1424,{'title': 'Hidden Patterns in Street Names [Part\xa02] Analyzing street names according to historical periods\xa0and…'}
1425,{'title': 'Parsing HL7 with\xa0Python A Guide for Extracting Health Level 7 Data with python-hl7'}
1426,{'title': 'VIM Tutorial\u200a—\u200aEdit Text Like a\xa0Pro An easy-to-follow tutorial for Vim text\xa0editor'}
1427,"{'title': 'As a user, I don’t want\xa0to Task-oriented user stories mix up customer value with cost. But they\xa0are…'}"
1428,"{'title': 'A taxonomy for alerts and notifications Is it an Alert, Toast, Callout, Popup, Snackbar, or…'}"
1429,{'title': 'Design should be simple. Why aren’t design\xa0roles? A no-nonsense guide to the differences between\xa0the…'}
1430,"{'title': 'The art of unlearning, ChatGPT for designers, UX personality test Weekly curated resources for…'}"
1431,"{'title': '<strong class=""markup--strong markup--h3-strong"">10 Features I’m Loving in Framer Right\xa0Now</strong> How Framer is reshaping the way design happens today\xa0and…'}"
1432,{'title': 'Social media is a\xa0drug Should it be classified as such by the\xa0FDA?'}
1433,{'title': '5 Small Things Successful People Don’t\xa0Do And you shouldn’t either'}
1434,{'title': '7 Steps to Build Your Early Retirement Plan With Digital\xa0Products Build smart\u200a—\u200anot\xa0hard'}
1435,{'title': 'Prepare for Freelance Life Before You Leave Your\xa09–5 Set yourself up for success with these actionable…'}
1436,"{'title': '<strong class=""markup--strong markup--h3-strong"">How I’d Tap Into My Uncommon Sense to Unearth Hidden Writing Possibilities</strong> Because that is how\xa0we…'}"
1437,{'title': 'You Can’t Put a Price Tag on Learning and\xa0Growing The hidden benefits of sharing your expertise and knowledge'}
1438,{'title': 'Why Write\xa0Short nan'}
1439,{'title': 'When Telling is Better than Showing\u200a—\u200aAn Excerpt from “Game of\xa0Thrones” Is Sansa naive or coy?\xa0Without…'}
1440,{'title': 'Having Too Many Ideas Can Be As Big a Problem As Not Having\xa0Any nan'}
1441,{'title': 'Afraid of AI? Maybe You Forgot That Disruption Is Part Of\xa0Writing An eye-opening look at how\xa0writers…'}
1442,{'title': 'The Pitfalls of Overusing ChatGPT\u200a—\u200aHow it Killed My\xa0Mojo How finding your voice is crucial\xa0to…'}
1443,{'title': 'How to Perform Outlier Detection in Python for Machine Learning: Part\xa01 Earth is an outlier\u200a—\u200athe…'}
1444,{'title': 'CRPS\u200a—\u200aA Scoring Function for Bayesian Machine Learning\xa0Models The Continuous Ranked Probability Score…'}
1445,{'title': 'How designers can gain buy-in from key stakeholders Managing stakeholders’ competing interests in…'}
1446,"{'title': '<strong class=""markup--strong markup--h3-strong"">8 Killer AI Tools </strong> nan'}"
1447,"{'title': '5 Realities I Wish I Knew When I *Wasn’t* Making Money\xa0Online Harsh truths, but it’s the\xa0reality.'}"
1448,"{'title': 'Keep Your Job, Don’t Listen to the Twitter Gurus That Tell You to Throw in the\xa0Towel nan'}"
1449,{'title': '8 Best Low Competition Freelance Websites for\xa0Writers Are you looking for freelance writing sites\xa0that…'}
1450,{'title': 'How to Write for Print Newspapers and Magazines Print pitching is a whole other beast. When you land\xa0a…'}
1451,{'title': 'Are You Reading To Become a Better\xa0Writer? What You Read Can Determine Your Power and Effectiveness as…'}
1452,"{'title': 'Cai Emmons, Who Taught Us All About\xa0Writing The writer who wrote about living until her\xa0death.'}"
1453,{'title': 'Step by Step Basics: Text Classifier An Instructional Guide and Flow Diagram for Building a Supervised…'}
1454,{'title': 'Generative Q&A With GPT 3.5 and Long-Term Memory Exploring the new world of retrieval-augmented ML'}
1455,{'title': 'How to Create Interpolation Videos with Stable Diffusion and\xa0Deform nan'}
1456,{'title': 'Building Comprehension Pipelines in\xa0Python Comprehension pipelines…'}
1457,{'title': 'How to Leverage a Non-Traditional Education or Career Path into Your First Data Science\xa0Job nan'}
1458,{'title': 'Why Do We Have Huge Language Models and Small Vision Transformers? Google ViT-22 paves the way\xa0for…'}
1459,{'title': 'Visualizing Climate Change: A Step-by-Step Guide to Reproduce Climate Stripes with\xa0Python nan'}
1460,{'title': 'Introduction of Four Types of Item Similarity Measures Covers how to\xa0choose…'}
1461,{'title': 'Batched Bandit\xa0Problems Multi-Armed Bandits with delayed rewards in successive trials'}
1462,{'title': 'Transformer Aided Supply Chain Network\xa0Design Using transformer to help solve a classic problem\xa0in…'}
1463,{'title': 'The DVC Guide: Data Version Control For All Your Data Science\xa0Projects Become familiar with\xa0data…'}
1464,{'title': 'Inference for Distributional Random\xa0Forests Confidence intervals for a powerful nonparametric method'}
1465,{'title': 'Visualizing the Deconvolution Operation A detailed breakdown of transposed convolutions operation'}
1466,{'title': 'Software accessibility for users with Attention Deficit Disorder\xa0(ADHD) nan'}
1467,"{'title': 'Instagram Channels: dear Instagram, we (still) didn’t ask to subscribe You’d think they would\xa0have…'}"
1468,{'title': 'Applying design thinking to planning an\xa0offsite nan'}
1469,{'title': '5-9 Years of Obsession Will save You 5 Decades of Working a\xa09-5 The entire productivity and self-help…'}
1470,{'title': 'The Last Freelance Writing Guide You Will (Probably) Ever\xa0Need A step-by-step playbook to go from\xa0$0…'}
1471,"{'title': 'I Crossed 100,000 Followers on\xa0LinkedIn Here’s how I did it and what it feels\xa0like.'}"
1472,{'title': 'Content Creation in the Age of Artificial Intelligence: Here’s What’s (Dramatically) Changing nan'}
1473,{'title': 'The Power of Urgency: Real Campaigns That Convinced Consumers to Act Fast by Using Storytelling nan'}
1474,"{'title': '<strong class=""markup--strong markup--h3-strong"">You Have 1 Million Ideas in Your Head. Here’s How You Can Get Them\xa0Out.</strong> Because that is how we\xa0write…'}"
1475,"{'title': 'I’m About to Make My Substack Newsletter Paid. If You’re a Writer, You’re Going to Want to Read\xa0This. nan'}"
1476,{'title': 'How I’d Learn to Write If I Could Start\xa0Over Five lessons for beginner\xa0writers'}
1477,{'title': 'What Picture Books Can Teach You About\xa0Writing 6 actionable tips you can use today to improve\xa0your…'}
1478,{'title': 'The Future of the Modern Data Stack in\xa02023 Featuring 4 new emerging trends and 6 big trends from\xa0last…'}
1479,{'title': '4 Common Python Mistakes You Should Avoid as a\xa0Beginner And how to correct yourself before\xa0you…'}
1480,"{'title': 'Specialized LLMs: ChatGPT, LaMDA, Galactica, Codex, Sparrow, and\xa0More Simple techniques for creating…'}"
1481,{'title': 'How to Estimate the Number of Parameters in Transformer models An inside look at the Transformer…'}
1482,{'title': 'Treat Yourself Using The “Black” Library When Writing Python\xa0Code The easiest way to have a\xa0“single…'}
